,IMO,max_op_speed,main engine power 85_x,Design Speed (knots),real_propulsion_power,EPL,Main Engine Power (kW),Count Inst,Count Equip,Customer ID,Customer Country,Cust Corp Group Key,CustStatus,Inst Status,Inst Category,Inst Load attribute,Inst Segment,Inst Cluster,InstGroup,Inst Type,Inst Type Id,Inst Class Society,Inst Operator Id,Inst Builder Id,Inst Registration Country,Inst Operation Country,Inst BuiltDate,Inst CommDate,Inst Estimated Date,Inst Estimated Date Flag,Equip Status,Equip Category Name,Equip ProdRefTypeID,Equip Application,Equip FuelType,Equip FuelQuality,Equip CommDate,Equip CylQty,Equip Eng L V,Equip bore in mm,Equip Engine rotation,Equip Drive,Equip Version,Equip Product DIA,Equip Position,Equip Valid from,Business,Business Line,Product Category,Product Portfolio,Product,built_year,main engine power 85_y
607,6360767,8.5,1565.5639999999999,13.0798916,429.6503491204587,1,1841.84,1,2,40973,RU, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,RS,46094,20744,RU,RU,2013-10-25,2013-10-25 00:00:00,2013-10-25 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41572,6,L,231.0,CCW,FPP, ,0,-,2006-09-18 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2013,1565.5639999999999
608,6285597,12.5,3696.0975000000003,14.0,2630.80919449253,1,4348.35,1,1,406932,HK, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,LR,457799,22280,PA,HK,2011-12-02,2011-03-20 00:00:00,2011-03-20 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,40622,6,L,531.0,CCW,CPP, ,0,-,2007-02-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2011,3696.0975000000003
609,6285601,12.0,3696.0975000000003,14.0,2327.571603498542,1,4348.35,1,1,64700,CN, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,LR,72788,22280,MH,CN,2013-04-10,2013-02-11 00:00:00,2013-02-11 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,41316,6,L,531.0,CCW,CPP, ,0,-,2007-02-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2013,3696.0975000000003
610,6209157,10.0,816.816,10.5,705.596371882086,1,960.96,1,1,58589,DE,87884, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,65913,7409,AG,DE,2009-11-14,2009-11-15 00:00:00,2009-11-15 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,40132,6,L,231.0,CCW,FPP, ,0,-,2006-09-27 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2009,816.816
611,6279520,12.0,3063.06,14.0,1928.9240816326528,1,3603.6,1,1,745,NL,1117, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,838,2756,NL,NL,2009-08-27,2009-08-27 00:00:00,2009-08-27 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40052,9,L,369.0,CW,CPP, ,0,-,2006-10-09 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2009,3063.06
612,6279528,12.5,3063.06,14.0,2180.2256058673474,1,3603.6,1,1,745,NL,1117, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,838,2756,NL,NL,2010-04-01,2010-03-05 00:00:00,2010-03-05 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40242,9,L,369.0,CW,CPP, ,0,-,2006-10-09 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2010,3063.06
613,6279538,12.0,3063.06,14.5,1736.1819443191603,1,3603.6,1,1,745,NL,1117, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,838,2756,NL,NL,2010-09-09,2010-09-09 00:00:00,2010-09-09 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40430,9,L,369.0,CW,CPP, ,0,-,2006-10-09 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2010,3063.06
614,6279546,12.0,3063.06,14.0,1928.9240816326528,1,3603.6,1,1,745,NL,1117, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,838,2756,NL,NL,2011-03-25,2011-03-25 00:00:00,2011-03-25 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40627,9,L,369.0,CW,CPP, ,0,-,2007-01-09 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2011,3063.06
615,6279547,11.5,3063.06,14.0,1697.7155165816325,1,3603.6,1,1,745,NL,1117, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,838,2756,NL,NL,2011-11-01,2011-11-01 00:00:00,2011-11-01 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40850,9,L,369.0,CW,CPP, ,0,-,2006-10-09 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2011,3063.06
616,6377527,12.5,1327.326,14.0,944.7644292091838,1,1561.56,1,1,411064,DK, , ,Operating,Marine, -,Merchant,Gas Tankers,LPG Carriers,LPG Carrier,M136,BV,462447,27689,MT,DK,2010-09-01,2010-09-04 00:00:00,2010-09-04 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,40394,6,L,300.0,CW,CPP, ,0,-,2006-11-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2010,1327.326
617,6377537,12.0,1327.326,14.0,835.8671020408162,1,1561.56,1,1,411064,DK, , ,Operating,Marine, -,Merchant,Gas Tankers,LPG Carriers,LPG Carrier,M136,BV,462447,16125,MT,DK,2011-11-13,2011-11-13 00:00:00,2011-11-13 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,39765,6,L,300.0,CW,CPA, ,0,-,2006-11-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2011,1327.326
618,6292775,12.0,2722.72,13.7,1829.7216134851965,1,3203.2,1,1,11910,IT, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RINA,13399,2234,IT,IT,2009-12-22,2009-12-15 00:00:00,2009-12-15 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40162,8,L,369.0,CW,CPA, ,0,-,2007-06-28 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2009,2722.72
619,6345488,10.5,1225.224,12.0,820.804359375,1,1441.44,1,1,401324,DE, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,451490,73264,DE,DE,2010-08-28,2008-03-07 00:00:00,2008-03-07 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39514,9,L,231.0,CW,CPA, ,0,-,2006-10-18 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2010,1225.224
620,6345496,10.5,1225.224,12.0,820.804359375,1,1441.44,1,1,408592,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,LR,459666,73264,NL,NL,2011-01-01,2011-01-01 00:00:00,2011-01-01 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,40562,9,L,231.0,CW,CPA, ,0,-,2006-10-18 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2011,1225.224
621,6345504,10.5,1225.224,12.0,820.804359375,1,1441.44,1,1,37627,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,42330,73264,NL,NL,2011-06-30,2011-07-01 00:00:00,2011-07-01 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,40725,9,L,231.0,CW,CPA, ,0,-,2006-10-18 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2011,1225.224
622,6284326,10.0,1990.989,13.0,906.2307692307694,1,2342.34,1,1,18973,SE, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,DNVG,21345,22558,NO,SE,2009-11-20,2009-12-21 00:00:00,2009-12-21 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,40011,9,L,300.0,CW,CPA, ,0,-,2006-12-29 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2009,1990.989
623,6284327,10.0,1990.989,13.0,906.2307692307694,1,2342.34,1,1,18973,SE, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,DNVG,21345,22558,NO,SE,2010-06-08,2010-06-08 00:00:00,2010-06-08 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,39828,9,L,300.0,CW,CPA, ,0,-,2006-12-29 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2010,1990.989
624,6327306,18.5,27159.1575,20.0,21495.200075742192,1,31951.95,1,4,29941,GB, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,33683,1973,BS,GB,2011-09-30,2011-09-02 00:00:00,2011-09-02 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS,LNG/NG,40788,"12,6","V,L",577.0,CW,ALT, ,0,-,2006-12-21 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2011,27159.1575
625,6344086,18.0,27159.1575,19.75,20560.4449517381,1,31951.95,1,4,15137,GR,22705, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,17029,1973,BM,GR,2010-09-14,2010-09-14 00:00:00,2010-09-14 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS,LNG/NG,40435,"12,6","V,L",577.0,CW,ALT, ,0,-,2006-12-21 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2010,27159.1575
626,6346917,17.5,27159.1575,19.75,18894.227479976227,1,31951.95,1,4,1862,GB, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,2095,1973,BM,GB,2010-12-16,2010-12-15 00:00:00,2010-12-15 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS,LNG/NG,40527,"12,6","V,L",577.0,CW,ALT, ,0,-,2006-12-21 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2010,27159.1575
627,6316805,19.0,27159.1575,20.0,23285.582661562497,1,31951.95,1,4,21569,GB,11327, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,24265,1973,BS,GB,2011-08-01,2011-08-01 00:00:00,2011-08-01 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS,LNG/NG,40780,"12,6","V,L",577.0,CW,ALT, ,0,-,2006-12-27 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2011,27159.1575
628,6275253,17.5,27159.1575,19.7,19038.457603907944,1,31951.95,1,4,15137,GR,22705, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,17029,1973,BM,GR,2010-04-19,2010-04-06 00:00:00,2010-04-06 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS,LNG/NG,40274,"12,6","V,L",577.0,CW,ALT, ,0,-,2006-12-27 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2010,27159.1575
629,6283518,18.0,27159.1575,19.75,20560.4449517381,1,31951.95,1,4,1862,GB, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,2095,1973,BM,GB,2010-10-29,2010-10-29 00:00:00,2010-10-29 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS,LNG/NG,40480,"12,6","V,L",577.0,CW,ALT, ,0,-,2006-12-27 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2010,27159.1575
630,6327307,18.5,27159.1575,20.0,21495.200075742192,1,31951.95,1,4,21569,GB,11327, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,24265,1973,BS,GB,2011-10-31,2011-01-01 00:00:00,2011-01-01 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS,LNG/NG,40835,"12,6","V,L",577.0,CW,ALT, ,0,-,2006-12-27 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2011,27159.1575
631,6327875,18.5,27159.1575,20.0,21495.200075742192,1,31951.95,1,4,29941,GB, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,33683,1973,BS,GB,2012-01-01,2012-01-01 00:00:00,2012-01-01 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS,LNG/NG,40905,"12,6","V,L",577.0,CW,ALT, ,0,-,2006-12-27 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2012,27159.1575
632,6258057,21.0,39479.4825,22.9,30445.484414424896,1,46446.45,1,5,60790,GB, , ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,BV,68389,19897,PA,GB,2010-02-24,2009-07-01 00:00:00,2009-07-01 00:00:00,Act,Operating,Engines (E),Engine 8,ME,HFO, ,4015139995,16,V,438.0,CW,ALT, ,0,-,2006-12-27 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 38,2010,39479.4825
633,6341899,14.5,3063.06,16.0,2279.814768676758,1,3603.6,1,1,15889,IT, , ,Operating,Marine, -,Merchant,Gas Tankers,LPG Carriers,LPG Carrier,M136,RINA,17875,2640,IT,IT,2014-05-16,2014-03-05 00:00:00,2014-03-05 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,41691,9,L,369.0,CW,CPP, ,0,-,2007-01-09 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2014,3063.06
634,6325069,9.5,1327.326,11.5,748.2640777512945,1,1561.56,1,1,35355,EE, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,39775,9524,MT,EE,2008-11-26,2008-09-17 00:00:00,2008-09-17 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,39708,6,L,300.0,CW,CPA, ,0,-,2007-01-08 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2008,1327.326
635,6337125,10.0,1327.326,12.5,679.5909120000001,1,1561.56,1,1,401935,NO, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,452177,9524,NO,NO,2009-06-30,2009-06-29 00:00:00,2009-06-29 00:00:00,Act,Operating,Engines (E),Engine 2,ME,MDO, ,39884,6,L,300.0,CW,CPA, ,0,-,2007-01-08 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2009,1327.326
636,6291087,8.5,2450.448,13.5,611.6471586648378,1,2882.88,1,2,804,FI, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,LR,905,23883,FI,FI,2009-10-15,2009-06-17 00:00:00,2009-06-17 00:00:00,Act,Operating,Engines (E),Engine 1,ME,MDO, ,39981,9,L,231.0,CCW,CPP, ,0,-,2007-01-08 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2009,2450.448
637,6320255,13.5,2722.72,15.3,1870.3806228373699,1,3203.2,1,1,1395,IT, , ,Operating,Marine, -,Merchant,Gas Tankers,LPG Carriers,LPG Carrier,M136,RINA,1570,16125,IT,IT,2011-01-27,2010-07-06 00:00:00,2010-07-06 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40413,8,L,369.0,CW,CPP, ,0,-,2007-05-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2011,2722.72
638,6287298,12.5,2504.9075,13.0,2226.8536463074647,1,2946.95,1,1,5821,NO,8731, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,6548,24765,MT,NO,2010-05-25,2010-05-31 00:00:00,2010-05-31 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40329,8,L,369.0,CW,CPA, ,0,-,2007-02-28 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2010,2504.9075
639,6287306,12.5,2504.9075,13.0,2226.8536463074647,1,2946.95,1,1,5821,NO,8731, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,6548,24765,MT,NO,2010-08-16,2010-07-24 00:00:00,2010-07-24 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40383,8,L,369.0,CW,CPA, ,0,-,2007-02-28 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2010,2504.9075
640,6287307,12.0,2504.9075,13.0,1970.177587619481,1,2946.95,1,1,5821,NO,8731, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,6548,24765,NO,NO,2011-01-04,2010-12-28 00:00:00,2010-12-28 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40510,8,L,369.0,CW,CPA, ,0,-,2007-02-28 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2011,2504.9075
641,6287315,12.5,2504.9075,13.0,2226.8536463074647,1,2946.95,1,1,33189,NO,8731, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,37337,24765,NO,NO,2011-01-31,2011-01-30 00:00:00,2011-01-30 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40569,8,L,369.0,CW,CPA, ,0,-,2007-02-28 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2011,2504.9075
642,6287323,12.5,2504.9075,13.0,2226.8536463074647,1,2946.95,1,1,33189,NO,8731, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,37337,24765,MT,NO,2011-04-01,2011-04-01 00:00:00,2011-04-01 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40654,8,L,369.0,CW,CPA, ,0,-,2007-02-28 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2011,2504.9075
643,6287337,12.5,2504.9075,13.0,2226.8536463074647,1,2946.95,1,1,5821,NO,8731, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,6548,24765,MT,NO,2011-10-01,2011-10-27 00:00:00,2011-10-27 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40812,8,L,369.0,CW,CPA, ,0,-,2007-02-28 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2011,2504.9075
644,6287345,12.0,2504.9075,13.0,1970.177587619481,1,2946.95,1,1,5821,NO,8731, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,6548,24765,MT,NO,2012-01-04,2012-01-04 00:00:00,2012-01-04 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,40912,8,L,369.0,CW,CPA, ,0,-,2007-02-28 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2012,2504.9075
645,6295503,18.0,21781.7855,24.5,8637.990839599148,1,25625.63,1,4,870,EE, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,BV,979,2124,EE,EE,2009-04-01,2009-04-01 00:00:00,2009-04-01 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO,HFO 730,39902,16,V,369.0,"CW,CCW",CPP, ,0,-,2007-10-04 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2009,21781.7855
646,6321951,9.0,1225.224,9.8,948.9969060510499,1,1441.44,1,1,40299,MT, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,RS,45337,1562,RU,MT,2009-09-10,2009-09-15 00:00:00,2009-09-15 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,40071,9,L,231.0,CCW,FPP, ,0,-,2007-02-21 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2009,1225.224
647,6278937,9.0,1061.8625,11.0,581.5911063110444,1,1249.25,1,1,58898,AE, , ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,LR,66260,16586,LR,AE,2009-11-30,2009-12-04 00:00:00,2009-12-04 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39967,8,L,231.0,CW,CPA, ,0,-,2007-03-02 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2009,1061.8625
648,6324537,10.0,1061.8625,11.7,662.9956799801203,1,1249.25,1,1,59313,HK,HK10, ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,LR,66728,51659,GA,HK,2017-03-10,2017-03-10 00:00:00,2017-03-10 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39980,8,L,231.0,CW,CPA, ,0,-,2007-03-02 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2017,1061.8625
649,6352792,11.0,1225.224,11.6,1044.767328508754,1,1441.44,1,1,30303,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,34091,3352,NL,NL,2009-03-27,2009-03-18 00:00:00,2009-03-18 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39890,9,L,231.0,CW,CPA, ,0,-,2007-03-02 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2009,1225.224
650,6352793,11.0,1225.224,11.6,1044.767328508754,1,1441.44,1,1,30293,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,34080,3352,NL,NL,2009-04-28,2009-03-18 00:00:00,2009-03-18 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39890,9,L,231.0,CW,CPA, ,0,-,2007-03-02 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2009,1225.224
651,6353597,10.5,2082.8824999999997,14.0,878.7160546874999,1,2450.45,1,1,961,FR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,BV,1082,45035,LU,FR,2016-09-01,2016-09-01 00:00:00,2016-09-01 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,42614,9,L,300.0,CW,CPA, ,0,-,2007-03-20 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2016,2082.8824999999997
652,6247565,11.0,1688.0915,12.21954023,1231.4291843014616,1,1985.99,1,1,19889,GR,29833, ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,ABS,22375,2404,CY,GR,2010-02-01,2010-02-01 00:00:00,2010-02-01 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,40018,8,L,300.0,CW,FPP, ,0,-,2007-03-14 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2010,1688.0915
653,6307217,8.5,1688.0915,12.21954023,568.1829059422503,1,1985.99,1,1,19889,GR,29833, ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,ABS,22375,2404,LR,GR,2010-05-10,2009-03-30 00:00:00,2009-03-30 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,39902,8,L,300.0,CW,FPP, ,0,-,2007-03-14 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2010,1688.0915
654,6307225,10.5,1688.0915,12.21954023,1071.0241994567841,1,1985.99,1,1,19889,GR,29833, ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,ABS,22375,2404,MT,GR,2010-09-08,2011-03-05 00:00:00,2011-03-05 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,40607,8,L,300.0,CW,FPP, ,0,-,2007-03-14 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2010,1688.0915
655,6307233,9.5,1688.0915,12.21954023,793.2356099853234,1,1985.99,1,1,19889,GR,29833, ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,ABS,22375,2404,CY,GR,2011-04-06,2011-04-05 00:00:00,2011-04-05 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,40638,8,L,300.0,CW,FPP, ,0,-,2007-03-14 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2011,1688.0915
656,6290225,8.5,1633.632,10.5,866.6487437641724,1,1921.92,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,2116,RU,TR,2008-05-23,2008-06-24 00:00:00,2008-06-24 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39623,6,L,231.0,CW,FPP, ,0,-,2007-03-20 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2008,1633.632
657,6290233,9.0,1633.632,10.5,1028.7595102040816,1,1921.92,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,2116,RU,TR,2008-08-18,2008-07-25 00:00:00,2008-07-25 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39654,6,L,231.0,CW,FPP, ,0,-,2007-03-20 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2008,1633.632
658,6290234,8.5,1633.632,10.5,866.6487437641724,1,1921.92,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,2116,RU,TR,2008-09-22,2008-09-08 00:00:00,2008-09-08 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39699,6,L,231.0,CW,FS, ,0,-,2007-03-20 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2008,1633.632
659,6290242,8.5,1633.632,10.5,866.6487437641724,1,1921.92,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,2116,RU,TR,2008-12-09,2008-11-17 00:00:00,2008-11-17 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39769,6,L,231.0,CW,FS, ,0,-,2007-03-20 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2008,1633.632
660,6290250,8.5,1633.632,10.5,866.6487437641724,1,1921.92,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,2116,RU,TR,2009-05-04,2009-05-22 00:00:00,2009-05-22 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,39955,6,L,231.0,CW,FS, ,0,-,2007-03-20 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2009,1633.632
